[19 set 16:02:04] AUDIT:Player CopyLeft has invalid skill Triple Slash (1/37), class:Maestro, L2PcInstance:CopyLeft[268481265], BROADCAST
[20 set 9:36:54] AUDIT:Player CopyLeft has invalid skill Power Shot (56/24), class:Doombringer, L2PcInstance:CopyLeft[268481265], BROADCAST
[20 set 9:36:54] AUDIT:Player CopyLeft has invalid skill Bleed (96/2), class:Doombringer, L2PcInstance:CopyLeft[268481265], BROADCAST
[20 set 9:36:54] AUDIT:Player CopyLeft has invalid skill Rapid Shot (99/2), class:Doombringer, L2PcInstance:CopyLeft[268481265], BROADCAST
[20 set 9:36:54] AUDIT:Player CopyLeft has invalid skill Stun Shot (101/40), class:Doombringer, L2PcInstance:CopyLeft[268481265], BROADCAST
[20 set 9:36:54] AUDIT:Player CopyLeft has invalid skill Ultimate Evasion (111/1), class:Doombringer, L2PcInstance:CopyLeft[268481265], BROADCAST
[20 set 9:36:54] AUDIT:Player CopyLeft has invalid skill Long Shot (113/2), class:Doombringer, L2PcInstance:CopyLeft[268481265], BROADCAST
[20 set 9:36:54] AUDIT:Player CopyLeft has invalid skill Hawk Eye (131/3), class:Doombringer, L2PcInstance:CopyLeft[268481265], BROADCAST
[20 set 9:36:54] AUDIT:Player CopyLeft has invalid skill Critical Chance (137/1), class:Doombringer, L2PcInstance:CopyLeft[268481265], BROADCAST
[20 set 9:36:55] AUDIT:Player CopyLeft has invalid skill Weapon Mastery (141/3), class:Doombringer, L2PcInstance:CopyLeft[268481265], BROADCAST
[20 set 9:36:55] AUDIT:Player CopyLeft has invalid skill Armor Mastery (142/5), class:Doombringer, L2PcInstance:CopyLeft[268481265], BROADCAST
[20 set 9:36:55] AUDIT:Player CopyLeft has invalid skill Vital Force (148/8), class:Doombringer, L2PcInstance:CopyLeft[268481265], BROADCAST
[20 set 9:36:55] AUDIT:Player CopyLeft has invalid skill Boost Attack Speed (168/1), class:Doombringer, L2PcInstance:CopyLeft[268481265], BROADCAST
[20 set 9:36:55] AUDIT:Player CopyLeft has invalid skill Quick Step (169/2), class:Doombringer, L2PcInstance:CopyLeft[268481265], BROADCAST
[20 set 9:36:55] AUDIT:Player CopyLeft has invalid skill Esprit (171/8), class:Doombringer, L2PcInstance:CopyLeft[268481265], BROADCAST
[20 set 9:36:55] AUDIT:Player CopyLeft has invalid skill Acrobatics (173/1), class:Doombringer, L2PcInstance:CopyLeft[268481265], BROADCAST
[20 set 9:36:55] AUDIT:Player CopyLeft has invalid skill Critical Power (193/2), class:Doombringer, L2PcInstance:CopyLeft[268481265], BROADCAST
[20 set 9:36:55] AUDIT:Player CopyLeft has invalid skill Breath Boost (195/1), class:Doombringer, L2PcInstance:CopyLeft[268481265], BROADCAST
[20 set 9:36:55] AUDIT:Player CopyLeft has invalid skill Boost Evasion (198/1), class:Doombringer, L2PcInstance:CopyLeft[268481265], BROADCAST
[20 set 9:36:55] AUDIT:Player CopyLeft has invalid skill Bow Mastery (208/52), class:Doombringer, L2PcInstance:CopyLeft[268481265], BROADCAST
[20 set 9:36:55] AUDIT:Player CopyLeft has invalid skill Dagger Mastery (209/8), class:Doombringer, L2PcInstance:CopyLeft[268481265], BROADCAST
[20 set 9:36:55] AUDIT:Player CopyLeft has invalid skill Acrobatic Move (225/3), class:Doombringer, L2PcInstance:CopyLeft[268481265], BROADCAST
[20 set 9:36:55] AUDIT:Player CopyLeft has invalid skill Relax (226/1), class:Doombringer, L2PcInstance:CopyLeft[268481265], BROADCAST
[20 set 9:36:55] AUDIT:Player CopyLeft has invalid skill Light Armor Mastery (233/47), class:Doombringer, L2PcInstance:CopyLeft[268481265], BROADCAST
[20 set 9:36:55] AUDIT:Player CopyLeft has invalid skill Soul of Sagittarius (303/4), class:Doombringer, L2PcInstance:CopyLeft[268481265], BROADCAST
[20 set 9:36:55] AUDIT:Player CopyLeft has invalid skill Vicious Stance (312/20), class:Doombringer, L2PcInstance:CopyLeft[268481265], BROADCAST
[20 set 9:36:55] AUDIT:Player CopyLeft has invalid skill Snipe (313/8), class:Doombringer, L2PcInstance:CopyLeft[268481265], BROADCAST
[20 set 9:36:56] AUDIT:Player CopyLeft has invalid skill Quiver of Arrow: Grade A (323/1), class:Doombringer, L2PcInstance:CopyLeft[268481265], BROADCAST
[20 set 9:36:56] AUDIT:Player CopyLeft has invalid skill Quiver of Arrow: Grade S (324/1), class:Doombringer, L2PcInstance:CopyLeft[268481265], BROADCAST
[20 set 9:36:56] AUDIT:Player CopyLeft has invalid skill Focus Skill Mastery (334/1), class:Doombringer, L2PcInstance:CopyLeft[268481265], BROADCAST
[20 set 9:36:56] AUDIT:Player CopyLeft has invalid skill Lethal Shot (343/1), class:Doombringer, L2PcInstance:CopyLeft[268481265], BROADCAST
[20 set 9:36:56] AUDIT:Player CopyLeft has invalid skill Hamstring Shot (354/1), class:Doombringer, L2PcInstance:CopyLeft[268481265], BROADCAST
[20 set 9:36:56] AUDIT:Player CopyLeft has invalid skill Spirit of Sagittarius (415/3), class:Doombringer, L2PcInstance:CopyLeft[268481265], BROADCAST
[20 set 9:36:56] AUDIT:Player CopyLeft has invalid skill Blessing of Sagittarius (416/3), class:Doombringer, L2PcInstance:CopyLeft[268481265], BROADCAST
[20 set 9:36:56] AUDIT:Player CopyLeft has invalid skill Pain of Sagittarius (417/5), class:Doombringer, L2PcInstance:CopyLeft[268481265], BROADCAST
[20 set 9:36:56] AUDIT:Player CopyLeft has invalid skill Quiver of Holding (418/3), class:Doombringer, L2PcInstance:CopyLeft[268481265], BROADCAST
[20 set 9:36:56] AUDIT:Player CopyLeft has invalid skill Counter Dash (534/1), class:Doombringer, L2PcInstance:CopyLeft[268481265], BROADCAST
[20 set 9:36:56] AUDIT:Player CopyLeft has invalid skill Counter Mind (535/1), class:Doombringer, L2PcInstance:CopyLeft[268481265], BROADCAST
[20 set 9:36:56] AUDIT:Player CopyLeft has invalid skill Flame Hawk (771/1), class:Doombringer, L2PcInstance:CopyLeft[268481265], BROADCAST
[20 set 9:36:56] AUDIT:Player CopyLeft has invalid skill Seven Arrow (924/1), class:Doombringer, L2PcInstance:CopyLeft[268481265], BROADCAST
[21 set 16:21:32] AUDIT:Player iWings has invalid skill Triple Slash (1/37), class:Archmage, L2PcInstance:iWings[268481265], BROADCAST
[21 set 16:21:32] AUDIT:Player iWings has invalid skill Power Strike (3/9), class:Archmage, L2PcInstance:iWings[268481265], BROADCAST
[21 set 16:21:32] AUDIT:Player iWings has invalid skill Double Sonic Slash (5/31), class:Archmage, L2PcInstance:iWings[268481265], BROADCAST
[21 set 16:21:32] AUDIT:Player iWings has invalid skill Sonic Blaster (6/37), class:Archmage, L2PcInstance:iWings[268481265], BROADCAST
[21 set 16:21:32] AUDIT:Player iWings has invalid skill Sonic Storm (7/28), class:Archmage, L2PcInstance:iWings[268481265], BROADCAST
[21 set 16:21:32] AUDIT:Player iWings has invalid skill Sonic Focus (8/8), class:Archmage, L2PcInstance:iWings[268481265], BROADCAST
[21 set 16:21:33] AUDIT:Player iWings has invalid skill Sonic Buster (9/34), class:Archmage, L2PcInstance:iWings[268481265], BROADCAST
[21 set 16:21:33] AUDIT:Player iWings has invalid skill Mortal Blow (16/9), class:Archmage, L2PcInstance:iWings[268481265], BROADCAST
[21 set 16:21:33] AUDIT:Player iWings has invalid skill Power Shot (56/9), class:Archmage, L2PcInstance:iWings[268481265], BROADCAST
[21 set 16:21:33] AUDIT:Player iWings has invalid skill Detect Insect Weakness (75/1), class:Archmage, L2PcInstance:iWings[268481265], BROADCAST
[21 set 16:21:33] AUDIT:Player iWings has invalid skill War Cry (78/2), class:Archmage, L2PcInstance:iWings[268481265], BROADCAST
[21 set 16:21:33] AUDIT:Player iWings has invalid skill Detect Beast Weakness (80/1), class:Archmage, L2PcInstance:iWings[268481265], BROADCAST
[21 set 16:21:33] AUDIT:Player iWings has invalid skill Detect Animal Weakness (87/1), class:Archmage, L2PcInstance:iWings[268481265], BROADCAST
[21 set 16:21:33] AUDIT:Player iWings has invalid skill Detect Dragon Weakness (88/1), class:Archmage, L2PcInstance:iWings[268481265], BROADCAST
[21 set 16:21:33] AUDIT:Player iWings has invalid skill Stun Attack (100/15), class:Archmage, L2PcInstance:iWings[268481265], BROADCAST
[21 set 16:21:33] AUDIT:Player iWings has invalid skill Detect Plant Weakness (104/1), class:Archmage, L2PcInstance:iWings[268481265], BROADCAST
[21 set 16:21:33] AUDIT:Player iWings has invalid skill Battle Roar (121/1), class:Archmage, L2PcInstance:iWings[268481265], BROADCAST
[21 set 16:21:33] AUDIT:Player iWings has invalid skill Weapon Mastery (141/3), class:Archmage, L2PcInstance:iWings[268481265], BROADCAST
[21 set 16:21:33] AUDIT:Player iWings has invalid skill Armor Mastery (142/5), class:Archmage, L2PcInstance:iWings[268481265], BROADCAST
[21 set 16:21:33] AUDIT:Player iWings has invalid skill Dual Weapon Mastery (144/37), class:Archmage, L2PcInstance:iWings[268481265], BROADCAST
[21 set 16:21:33] AUDIT:Player iWings has invalid skill Vital Force (148/2), class:Archmage, L2PcInstance:iWings[268481265], BROADCAST
[21 set 16:21:33] AUDIT:Player iWings has invalid skill Fatal Strike (190/37), class:Archmage, L2PcInstance:iWings[268481265], BROADCAST
[21 set 16:21:33] AUDIT:Player iWings has invalid skill Boost HP (211/3), class:Archmage, L2PcInstance:iWings[268481265], BROADCAST
[21 set 16:21:33] AUDIT:Player iWings has invalid skill Polearm Mastery (216/8), class:Archmage, L2PcInstance:iWings[268481265], BROADCAST
[21 set 16:21:33] AUDIT:Player iWings has invalid skill Relax (226/1), class:Archmage, L2PcInstance:iWings[268481265], BROADCAST
[21 set 16:21:33] AUDIT:Player iWings has invalid skill Light Armor Mastery (227/50), class:Archmage, L2PcInstance:iWings[268481265], BROADCAST
[21 set 16:21:34] AUDIT:Player iWings has invalid skill Heavy Armor Mastery (231/50), class:Archmage, L2PcInstance:iWings[268481265], BROADCAST
[21 set 16:21:34] AUDIT:Player iWings has invalid skill Wild Sweep (245/15), class:Archmage, L2PcInstance:iWings[268481265], BROADCAST
[21 set 16:21:34] AUDIT:Player iWings has invalid skill Power Smash (255/15), class:Archmage, L2PcInstance:iWings[268481265], BROADCAST
[21 set 16:21:34] AUDIT:Player iWings has invalid skill Accuracy (256/1), class:Archmage, L2PcInstance:iWings[268481265], BROADCAST
[21 set 16:21:34] AUDIT:Player iWings has invalid skill Sword/Blunt Weapon Mastery (257/45), class:Archmage, L2PcInstance:iWings[268481265], BROADCAST
[21 set 16:21:34] AUDIT:Player iWings has invalid skill Hammer Crush (260/37), class:Archmage, L2PcInstance:iWings[268481265], BROADCAST
[21 set 16:21:34] AUDIT:Player iWings has invalid skill Triple Sonic Slash (261/22), class:Archmage, L2PcInstance:iWings[268481265], BROADCAST
[21 set 16:21:34] AUDIT:Player iWings has invalid skill Lionheart (287/3), class:Archmage, L2PcInstance:iWings[268481265], BROADCAST
[21 set 16:21:34] AUDIT:Player iWings has invalid skill Final Frenzy (290/14), class:Archmage, L2PcInstance:iWings[268481265], BROADCAST
[21 set 16:21:34] AUDIT:Player iWings has invalid skill Duelist Spirit (297/2), class:Archmage, L2PcInstance:iWings[268481265], BROADCAST
[21 set 16:21:34] AUDIT:Player iWings has invalid skill Vicious Stance (312/20), class:Archmage, L2PcInstance:iWings[268481265], BROADCAST
[21 set 16:21:34] AUDIT:Player iWings has invalid skill Health (329/1), class:Archmage, L2PcInstance:iWings[268481265], BROADCAST
[21 set 16:21:34] AUDIT:Player iWings has invalid skill Skill Mastery (330/1), class:Archmage, L2PcInstance:iWings[268481265], BROADCAST
[21 set 16:21:34] AUDIT:Player iWings has invalid skill Riposte Stance (340/1), class:Archmage, L2PcInstance:iWings[268481265], BROADCAST
[21 set 16:21:34] AUDIT:Player iWings has invalid skill Sonic Rage (345/1), class:Archmage, L2PcInstance:iWings[268481265], BROADCAST
[21 set 16:21:34] AUDIT:Player iWings has invalid skill Eye of Hunter (359/1), class:Archmage, L2PcInstance:iWings[268481265], BROADCAST
[21 set 16:21:35] AUDIT:Player iWings has invalid skill Eye of Slayer (360/1), class:Archmage, L2PcInstance:iWings[268481265], BROADCAST
[21 set 16:21:35] AUDIT:Player iWings has invalid skill War Frenzy (424/3), class:Archmage, L2PcInstance:iWings[268481265], BROADCAST
[21 set 16:21:35] AUDIT:Player iWings has invalid skill Master of Combat (430/1), class:Archmage, L2PcInstance:iWings[268481265], BROADCAST
[21 set 16:21:35] AUDIT:Player iWings has invalid skill Braveheart (440/1), class:Archmage, L2PcInstance:iWings[268481265], BROADCAST
[21 set 16:21:35] AUDIT:Player iWings has invalid skill Sonic Barrier (442/1), class:Archmage, L2PcInstance:iWings[268481265], BROADCAST
[21 set 16:21:35] AUDIT:Player iWings has invalid skill Sonic Move (451/2), class:Archmage, L2PcInstance:iWings[268481265], BROADCAST
[21 set 16:21:35] AUDIT:Player iWings has invalid skill Symbol of Energy (458/1), class:Archmage, L2PcInstance:iWings[268481265], BROADCAST
[21 set 16:21:35] AUDIT:Player iWings has invalid skill Fighter's Will (758/1), class:Archmage, L2PcInstance:iWings[268481265], BROADCAST
[21 set 16:21:35] AUDIT:Player iWings has invalid skill Archer's Will (759/1), class:Archmage, L2PcInstance:iWings[268481265], BROADCAST
[21 set 16:21:35] AUDIT:Player iWings has invalid skill Expose Weak Point (767/1), class:Archmage, L2PcInstance:iWings[268481265], BROADCAST
[21 set 16:21:35] AUDIT:Player iWings has invalid skill Weapon Blockade (775/1), class:Archmage, L2PcInstance:iWings[268481265], BROADCAST
[21 set 16:21:35] AUDIT:Player iWings has invalid skill Final Secret (917/1), class:Archmage, L2PcInstance:iWings[268481265], BROADCAST
[21 set 16:21:35] AUDIT:Player iWings has invalid skill Maximum Focus Sonic (919/1), class:Archmage, L2PcInstance:iWings[268481265], BROADCAST
[21 set 16:21:35] AUDIT:Player iWings has invalid skill Sonic Mastery (992/8), class:Archmage, L2PcInstance:iWings[268481265], BROADCAST
[21 set 16:21:35] AUDIT:Player iWings has invalid skill Rush (994/1), class:Archmage, L2PcInstance:iWings[268481265], BROADCAST
[21 set 16:21:36] AUDIT:Player iWings has invalid skill Rush Impact (995/1), class:Archmage, L2PcInstance:iWings[268481265], BROADCAST
[22 set 21:50:44] AUDIT:Player Innie has invalid skill Mortal Blow (16/9), class:Cardinal, L2PcInstance:Innie[268481918], BROADCAST
[22 set 21:50:44] AUDIT:Player Innie has invalid skill Force Burst (17/34), class:Cardinal, L2PcInstance:Innie[268481918], BROADCAST
[22 set 21:50:44] AUDIT:Player Innie has invalid skill Aura of Hate (18/37), class:Cardinal, L2PcInstance:Innie[268481918], BROADCAST
[22 set 21:50:45] AUDIT:Player Innie has invalid skill Aggression (28/49), class:Cardinal, L2PcInstance:Innie[268481918], BROADCAST
[22 set 21:50:45] AUDIT:Player Innie has invalid skill Iron Punch (29/24), class:Cardinal, L2PcInstance:Innie[268481918], BROADCAST
[22 set 21:50:45] AUDIT:Player Innie has invalid skill Force Storm (35/28), class:Cardinal, L2PcInstance:Innie[268481918], BROADCAST
[22 set 21:50:45] AUDIT:Player Innie has invalid skill Divine Heal (45/9), class:Cardinal, L2PcInstance:Innie[268481918], BROADCAST
[22 set 21:50:45] AUDIT:Player Innie has invalid skill Life Scavenge (46/15), class:Cardinal, L2PcInstance:Innie[268481918], BROADCAST
[22 set 21:50:45] AUDIT:Player Innie has invalid skill Focused Force (50/8), class:Cardinal, L2PcInstance:Innie[268481918], BROADCAST
[22 set 21:50:45] AUDIT:Player Innie has invalid skill Force Blaster (54/49), class:Cardinal, L2PcInstance:Innie[268481918], BROADCAST
[22 set 21:50:45] AUDIT:Player Innie has invalid skill Power Shot (56/9), class:Cardinal, L2PcInstance:Innie[268481918], BROADCAST
[22 set 21:50:45] AUDIT:Player Innie has invalid skill Horror (65/13), class:Cardinal, L2PcInstance:Innie[268481918], BROADCAST
[22 set 21:50:45] AUDIT:Player Innie has invalid skill Drain Health (70/53), class:Cardinal, L2PcInstance:Innie[268481918], BROADCAST
[22 set 21:50:45] AUDIT:Player Innie has invalid skill Iron Will (72/3), class:Cardinal, L2PcInstance:Innie[268481918], BROADCAST
[22 set 21:50:45] AUDIT:Player Innie has invalid skill Bear Spirit Totem (76/1), class:Cardinal, L2PcInstance:Innie[268481918], BROADCAST
[22 set 21:50:46] AUDIT:Player Innie has invalid skill Punch of Doom (81/3), class:Cardinal, L2PcInstance:Innie[268481918], BROADCAST
[22 set 21:50:46] AUDIT:Player Innie has invalid skill Majesty (82/3), class:Cardinal, L2PcInstance:Innie[268481918], BROADCAST
[22 set 21:50:46] AUDIT:Player Innie has invalid skill Wolf Spirit Totem (83/1), class:Cardinal, L2PcInstance:Innie[268481918], BROADCAST
[22 set 21:50:46] AUDIT:Player Innie has invalid skill Reflect Damage (86/3), class:Cardinal, L2PcInstance:Innie[268481918], BROADCAST
[22 set 21:50:47] AUDIT:Player Innie has invalid skill Shield Stun (92/52), class:Cardinal, L2PcInstance:Innie[268481918], BROADCAST
[22 set 21:50:48] AUDIT:Player Innie has invalid skill Cripple (95/20), class:Cardinal, L2PcInstance:Innie[268481918], BROADCAST
[22 set 21:50:48] AUDIT:Player Innie has invalid skill Corpse Plague (103/4), class:Cardinal, L2PcInstance:Innie[268481918], BROADCAST
[22 set 21:50:48] AUDIT:Player Innie has invalid skill Ogre Spirit Totem (109/1), class:Cardinal, L2PcInstance:Innie[268481918], BROADCAST
[22 set 21:50:48] AUDIT:Player Innie has invalid skill Ultimate Defense (110/2), class:Cardinal, L2PcInstance:Innie[268481918], BROADCAST
[22 set 21:50:48] AUDIT:Player Innie has invalid skill Deflect Arrow (112/4), class:Cardinal, L2PcInstance:Innie[268481918], BROADCAST
[22 set 21:50:48] AUDIT:Player Innie has invalid skill Stunning Fist (120/15), class:Cardinal, L2PcInstance:Innie[268481918], BROADCAST
[22 set 21:50:48] AUDIT:Player Innie has invalid skill Hamstring (127/14), class:Cardinal, L2PcInstance:Innie[268481918], BROADCAST
[22 set 21:50:48] AUDIT:Player Innie has invalid skill Toughness (134/1), class:Cardinal, L2PcInstance:Innie[268481918], BROADCAST
[22 set 21:50:48] AUDIT:Player Innie has invalid skill Weapon Mastery (141/3), class:Cardinal, L2PcInstance:Innie[268481918], BROADCAST
[22 set 21:50:48] AUDIT:Player Innie has invalid skill Armor Mastery (142/5), class:Cardinal, L2PcInstance:Innie[268481918], BROADCAST
[22 set 21:50:49] AUDIT:Player Innie has invalid skill Magic Resistance (147/51), class:Cardinal, L2PcInstance:Innie[268481918], BROADCAST
[22 set 21:50:49] AUDIT:Player Innie has invalid skill Shield Mastery (153/4), class:Cardinal, L2PcInstance:Innie[268481918], BROADCAST
[22 set 21:50:49] AUDIT:Player Innie has invalid skill Boost Attack Speed (168/3), class:Cardinal, L2PcInstance:Innie[268481918], BROADCAST
[22 set 21:50:49] AUDIT:Player Innie has invalid skill Focus Mind (191/6), class:Cardinal, L2PcInstance:Innie[268481918], BROADCAST
[22 set 21:50:49] AUDIT:Player Innie has invalid skill Fist Weapon Mastery (210/45), class:Cardinal, L2PcInstance:Innie[268481918], BROADCAST
[22 set 21:50:49] AUDIT:Player Innie has invalid skill Sword/Blunt Weapon Mastery (217/45), class:Cardinal, L2PcInstance:Innie[268481918], BROADCAST
[22 set 21:50:49] AUDIT:Player Innie has invalid skill Fury Fists (222/1), class:Cardinal, L2PcInstance:Innie[268481918], BROADCAST
[22 set 21:50:49] AUDIT:Player Innie has invalid skill Relax (226/1), class:Cardinal, L2PcInstance:Innie[268481918], BROADCAST
[22 set 21:50:49] AUDIT:Player Innie has invalid skill Heavy Armor Mastery (232/52), class:Cardinal, L2PcInstance:Innie[268481918], BROADCAST
[22 set 21:50:49] AUDIT:Player Innie has invalid skill Light Armor Mastery (233/47), class:Cardinal, L2PcInstance:Innie[268481918], BROADCAST
[22 set 21:50:49] AUDIT:Player Innie has invalid skill Burning Fist (280/37), class:Cardinal, L2PcInstance:Innie[268481918], BROADCAST
[22 set 21:50:49] AUDIT:Player Innie has invalid skill Soul Breaker (281/37), class:Cardinal, L2PcInstance:Innie[268481918], BROADCAST
[22 set 21:50:49] AUDIT:Player Innie has invalid skill Puma Spirit Totem (282/1), class:Cardinal, L2PcInstance:Innie[268481918], BROADCAST
[22 set 21:50:49] AUDIT:Player Innie has invalid skill Summon Dark Panther (283/7), class:Cardinal, L2PcInstance:Innie[268481918], BROADCAST
[22 set 21:50:49] AUDIT:Player Innie has invalid skill Hurricane Assault (284/40), class:Cardinal, L2PcInstance:Innie[268481918], BROADCAST
[22 set 21:50:49] AUDIT:Player Innie has invalid skill Final Fortress (291/11), class:Cardinal, L2PcInstance:Innie[268481918], BROADCAST
[22 set 21:50:49] AUDIT:Player Innie has invalid skill Bison Spirit Totem (292/1), class:Cardinal, L2PcInstance:Innie[268481918], BROADCAST
[22 set 21:50:49] AUDIT:Player Innie has invalid skill Iron Body (295/1), class:Cardinal, L2PcInstance:Innie[268481918], BROADCAST
[22 set 21:50:49] AUDIT:Player Innie has invalid skill Rabbit Spirit Totem (298/1), class:Cardinal, L2PcInstance:Innie[268481918], BROADCAST
[22 set 21:50:49] AUDIT:Player Innie has invalid skill Aegis Stance (318/1), class:Cardinal, L2PcInstance:Innie[268481918], BROADCAST
[22 set 21:50:50] AUDIT:Player Innie has invalid skill Agile Movement (319/2), class:Cardinal, L2PcInstance:Innie[268481918], BROADCAST
[22 set 21:50:50] AUDIT:Player Innie has invalid skill Shield Fortress (322/6), class:Cardinal, L2PcInstance:Innie[268481918], BROADCAST
[22 set 21:50:50] AUDIT:Player Innie has invalid skill Skill Mastery (330/1), class:Cardinal, L2PcInstance:Innie[268481918], BROADCAST
[22 set 21:50:50] AUDIT:Player Innie has invalid skill Fortitude (335/1), class:Cardinal, L2PcInstance:Innie[268481918], BROADCAST
[22 set 21:50:50] AUDIT:Player Innie has invalid skill Riposte Stance (340/1), class:Cardinal, L2PcInstance:Innie[268481918], BROADCAST
[22 set 21:50:50] AUDIT:Player Innie has invalid skill Touch of Death (342/1), class:Cardinal, L2PcInstance:Innie[268481918], BROADCAST
[22 set 21:50:50] AUDIT:Player Innie has invalid skill Raging Force (346/1), class:Cardinal, L2PcInstance:Innie[268481918], BROADCAST
[22 set 21:50:50] AUDIT:Player Innie has invalid skill Physical Mirror (350/1), class:Cardinal, L2PcInstance:Innie[268481918], BROADCAST
[22 set 21:50:50] AUDIT:Player Innie has invalid skill Shield Slam (353/1), class:Cardinal, L2PcInstance:Innie[268481918], BROADCAST
[22 set 21:50:50] AUDIT:Player Innie has invalid skill Vengeance (368/1), class:Cardinal, L2PcInstance:Innie[268481918], BROADCAST
[22 set 21:50:50] AUDIT:Player Innie has invalid skill Judgment (401/10), class:Cardinal, L2PcInstance:Innie[268481918], BROADCAST
[22 set 21:50:50] AUDIT:Player Innie has invalid skill Shackle (403/10), class:Cardinal, L2PcInstance:Innie[268481918], BROADCAST
[22 set 21:50:50] AUDIT:Player Innie has invalid skill Zealot (420/3), class:Cardinal, L2PcInstance:Innie[268481918], BROADCAST
[22 set 21:50:50] AUDIT:Player Innie has invalid skill Dark Form (423/3), class:Cardinal, L2PcInstance:Innie[268481918], BROADCAST
[22 set 21:50:50] AUDIT:Player Innie has invalid skill War Frenzy (424/3), class:Cardinal, L2PcInstance:Innie[268481918], BROADCAST
[22 set 21:50:50] AUDIT:Player Innie has invalid skill Hawk Spirit Totem (425/1), class:Cardinal, L2PcInstance:Innie[268481918], BROADCAST
[22 set 21:50:51] AUDIT:Player Innie has invalid skill Knighthood (429/1), class:Cardinal, L2PcInstance:Innie[268481918], BROADCAST
[22 set 21:50:51] AUDIT:Player Innie has invalid skill Master of Combat (430/1), class:Cardinal, L2PcInstance:Innie[268481918], BROADCAST
[22 set 21:50:51] AUDIT:Player Innie has invalid skill Shield of Revenge (439/1), class:Cardinal, L2PcInstance:Innie[268481918], BROADCAST
[22 set 21:50:51] AUDIT:Player Innie has invalid skill Force Meditation (441/1), class:Cardinal, L2PcInstance:Innie[268481918], BROADCAST
[22 set 21:50:51] AUDIT:Player Innie has invalid skill Force Barrier (443/1), class:Cardinal, L2PcInstance:Innie[268481918], BROADCAST
[22 set 21:50:51] AUDIT:Player Innie has invalid skill Banish Seraph (450/10), class:Cardinal, L2PcInstance:Innie[268481918], BROADCAST
[22 set 21:50:51] AUDIT:Player Innie has invalid skill Symbol of Defense (454/1), class:Cardinal, L2PcInstance:Innie[268481918], BROADCAST
[22 set 21:50:51] AUDIT:Player Innie has invalid skill Symbol of Energy (458/1), class:Cardinal, L2PcInstance:Innie[268481918], BROADCAST
[22 set 21:50:51] AUDIT:Player Innie has invalid skill Break Duress (461/2), class:Cardinal, L2PcInstance:Innie[268481918], BROADCAST
[22 set 21:50:51] AUDIT:Player Innie has invalid skill Shield of Faith (528/1), class:Cardinal, L2PcInstance:Innie[268481918], BROADCAST
[22 set 21:50:51] AUDIT:Player Innie has invalid skill Fighter's Will (758/1), class:Cardinal, L2PcInstance:Innie[268481918], BROADCAST
[22 set 21:50:51] AUDIT:Player Innie has invalid skill Archer's Will (759/1), class:Cardinal, L2PcInstance:Innie[268481918], BROADCAST
[22 set 21:50:51] AUDIT:Player Innie has invalid skill Anti Magic Armor (760/1), class:Cardinal, L2PcInstance:Innie[268481918], BROADCAST
[22 set 21:50:51] AUDIT:Player Innie has invalid skill Seed of Revenge (761/1), class:Cardinal, L2PcInstance:Innie[268481918], BROADCAST
[22 set 21:50:51] AUDIT:Player Innie has invalid skill Insane Crusher (762/1), class:Cardinal, L2PcInstance:Innie[268481918], BROADCAST
[22 set 21:50:51] AUDIT:Player Innie has invalid skill Hell Scream (763/1), class:Cardinal, L2PcInstance:Innie[268481918], BROADCAST
[22 set 21:50:51] AUDIT:Player Innie has invalid skill Sixth Sense (766/1), class:Cardinal, L2PcInstance:Innie[268481918], BROADCAST
[22 set 21:50:51] AUDIT:Player Innie has invalid skill Expose Weak Point (767/1), class:Cardinal, L2PcInstance:Innie[268481918], BROADCAST
[22 set 21:50:51] AUDIT:Player Innie has invalid skill Force of Destruction (776/1), class:Cardinal, L2PcInstance:Innie[268481918], BROADCAST
[22 set 21:50:51] AUDIT:Player Innie has invalid skill Vanguard (811/1), class:Cardinal, L2PcInstance:Innie[268481918], BROADCAST
[22 set 21:50:52] AUDIT:Player Innie has invalid skill Deflect Magic (913/1), class:Cardinal, L2PcInstance:Innie[268481918], BROADCAST
[22 set 21:50:52] AUDIT:Player Innie has invalid skill Shield Deflect Magic (916/4), class:Cardinal, L2PcInstance:Innie[268481918], BROADCAST
[22 set 21:50:52] AUDIT:Player Innie has invalid skill Final Secret (917/1), class:Cardinal, L2PcInstance:Innie[268481918], BROADCAST
[22 set 21:50:52] AUDIT:Player Innie has invalid skill Maximum Focus Force (918/1), class:Cardinal, L2PcInstance:Innie[268481918], BROADCAST
[22 set 21:50:52] AUDIT:Player Innie has invalid skill Combat Aura (982/3), class:Cardinal, L2PcInstance:Innie[268481918], BROADCAST
[22 set 21:50:52] AUDIT:Player Innie has invalid skill Patience (983/1), class:Cardinal, L2PcInstance:Innie[268481918], BROADCAST
[22 set 21:50:52] AUDIT:Player Innie has invalid skill Shield Strike (984/25), class:Cardinal, L2PcInstance:Innie[268481918], BROADCAST
[22 set 21:50:52] AUDIT:Player Innie has invalid skill Challenge for Fate (985/1), class:Cardinal, L2PcInstance:Innie[268481918], BROADCAST
[22 set 21:50:52] AUDIT:Player Innie has invalid skill Force Mastery (993/8), class:Cardinal, L2PcInstance:Innie[268481918], BROADCAST
[22 set 21:50:52] AUDIT:Player Innie has invalid skill Rush (994/1), class:Cardinal, L2PcInstance:Innie[268481918], BROADCAST
